Date,Open,High,Low,Close,Volume,Adj Close
2015-04-27,87.190002,88.040001,85.209999,87.480003,1418300,87.102074
2015-04-20,84.949997,87.300003,83.629997,87.120003,1084700,86.743629
2015-04-13,89.760002,90.519997,84.389999,84.589996,1044200,84.224556
2015-04-06,87.559998,89.970001,87.190002,89.449997,979900,89.06356
2015-03-30,86.720001,89.360001,85.849998,86.809998,1522200,86.434967
2015-03-23,82.690002,89.440002,82.639999,86.480003,2393600,86.1064
2015-03-16,86.220001,86.860001,82.75,82.93,3439600,82.571732
2015-03-09,85.290001,87.00,82.75,85.790001,2175400,85.037415
2015-03-02,88.449997,90.830002,84.900002,85.169998,2048100,84.422852
2015-02-23,90.220001,90.650002,88.00,88.220001,961100,87.446098
2015-02-17,89.260002,90.43,88.410004,90.199997,1085300,89.408722
2015-02-09,86.620003,90.18,86.620003,89.050003,1090600,88.268814
2015-02-02,86.620003,90.07,85.599998,86.620003,1344800,85.860138
2015-01-26,90.730003,91.470001,86.120003,86.639999,1250100,85.879959
2015-01-20,89.900002,91.400002,88.900002,91.080002,1446700,90.281006
2015-01-12,92.699997,93.730003,85.150002,88.400002,4339100,87.624519
2015-01-05,103.769997,106.519997,100.769997,103.449997,1104100,102.542488
2014-12-29,107.360001,109.00,104.690002,105.50,651400,104.574509
2014-12-22,104.07,108.190002,103.400002,107.57,1094000,106.62635
2014-12-15,104.550003,105.809998,101.18,103.57,1398900,102.661438
2014-12-08,107.389999,107.699997,103.620003,104.07,787500,102.780815
2014-12-01,107.279999,107.809998,106.300003,107.459999,1112200,106.128822
2014-11-24,104.00,110.599998,103.349998,107.919998,2236900,106.583122
2014-11-17,102.18,105.239998,101.239998,103.910004,849800,102.622803
2014-11-10,98.75,103.800003,98.459999,102.389999,953700,101.121628
2014-11-03,96.279999,99.50,94.00,98.860001,940300,97.635361
2014-10-27,94.239998,96.970001,93.43,96.120003,605700,94.929306
2014-10-20,88.82,95.169998,88.330002,94.440002,1117400,93.270111
2014-10-13,91.50,91.709999,85.690002,88.839996,1594200,87.739479
2014-10-06,95.360001,96.57,91.470001,91.489998,1264300,90.356651
2014-09-29,96.709999,97.970001,93.110001,95.150002,1284700,93.971321
2014-09-22,98.82,98.900002,95.879997,98.139999,1007000,96.924278
2014-09-15,100.919998,101.879997,99.330002,99.550003,1066400,98.316811
2014-09-08,103.129997,103.459999,100.290001,101.150002,784600,99.518257
2014-09-02,101.330002,103.580002,100.510002,103.470001,1076300,101.800827
2014-08-25,100.959999,105.660004,99.779999,100.940002,1833800,99.311646
2014-08-18,97.230003,100.639999,97.00,100.540001,669800,98.918098
2014-08-11,99.419998,99.889999,95.379997,96.510002,1064600,94.95311
2014-08-04,97.059998,99.150002,96.389999,99.00,559500,97.402939
2014-07-28,99.349998,99.809998,96.440002,96.82,1097100,95.258102
2014-07-21,99.050003,100.589996,98.610001,99.330002,658000,97.727615
2014-07-14,101.75,101.75,98.129997,99.68,554400,98.071968
2014-07-07,102.370003,102.620003,100.68,101.239998,617700,99.606804
2014-06-30,100.389999,103.379997,99.849998,102.830002,782700,101.171158
2014-06-23,99.489998,100.650002,98.949997,100.510002,708600,98.88858
2014-06-16,99.019997,100.099998,98.519997,99.650002,708600,98.042458
2014-06-09,100.360001,100.949997,98.57,99.029999,681800,97.061501
2014-06-02,99.650002,100.330002,98.400002,100.220001,943600,98.227852
2014-05-27,97.139999,99.68,96.660004,99.410004,1204200,97.433952
2014-05-19,90.190002,97.50,87.989998,96.589996,2332600,94.669998
2014-05-12,89.580002,90.809998,87.120003,90.480003,895600,88.681458
2014-05-05,87.800003,90.43,85.75,89.360001,725100,87.583717
2014-04-28,87.610001,89.50,84.610001,88.410004,998000,86.652611
2014-04-21,86.709999,89.00,86.480003,87.110001,767900,85.378448
2014-04-14,85.370003,87.510002,84.120003,86.650002,1037700,84.927589
2014-04-07,86.879997,88.300003,84.199997,84.540001,1084300,82.859535
2014-03-31,85.559998,89.120003,85.50,87.339996,1373500,85.603867
2014-03-24,89.32,90.07,84.470001,85.050003,1585300,83.359398
2014-03-17,92.309998,93.849998,89.339996,90.730003,1945000,88.926491
2014-03-10,93.769997,93.910004,91.620003,91.900002,1509300,89.74147
2014-03-03,92.160004,94.879997,91.089996,93.809998,1144300,91.606606
2014-02-24,89.599998,93.970001,89.339996,93.25,1127200,91.059761
2014-02-18,88.160004,89.650002,87.900002,89.279999,638700,87.183006
2014-02-10,87.230003,89.309998,86.410004,88.160004,796900,86.089317
2014-02-03,82.980003,87.50,80.379997,87.150002,1603200,85.103043
2014-01-27,83.629997,84.610001,81.639999,83.190002,1192500,81.236053
2014-01-21,87.199997,87.580002,83.089996,83.129997,1290600,81.17746
2014-01-13,90.300003,90.480003,86.580002,86.709999,1495500,84.67337
2014-01-06,92.470001,93.209999,89.699997,90.360001,1183600,88.23764
2013-12-30,91.43,93.639999,90.910004,92.279999,696400,90.112541
2013-12-23,89.50,92.00,89.489998,90.870003,653200,88.735664
2013-12-16,89.160004,91.510002,88.970001,90.620003,981400,88.491539
2013-12-09,89.860001,90.93,88.629997,89.309998,747200,86.884003
2013-12-02,89.139999,90.739998,87.629997,89.699997,1139700,87.263412
2013-11-25,81.309998,89.720001,80.290001,89.139999,2528500,86.71862
2013-11-18,83.00,83.480003,79.809998,81.080002,824900,78.877563
2013-11-11,79.529999,82.860001,79.529999,82.739998,907300,80.49247
2013-11-04,79.139999,80.589996,78.150002,79.650002,590700,77.486412
2013-10-28,79.360001,80.459999,78.50,79.010002,532000,76.863792
2013-10-21,78.389999,79.370003,77.720001,79.32,861800,77.165375
2013-10-14,75.919998,78.459999,75.220001,78.139999,822200,76.017426
2013-10-07,76.629997,76.989998,73.629997,76.57,1103600,74.490074
2013-09-30,76.43,77.720001,75.709999,77.610001,987200,75.501823
2013-09-23,79.209999,79.839996,76.489998,76.889999,852800,74.801376
2013-09-16,79.919998,81.080002,78.360001,79.400002,970600,77.243202
2013-09-09,77.50,79.660004,77.139999,78.949997,771900,76.478424
2013-09-03,77.75,78.510002,76.150002,77.029999,989400,74.61853
2013-08-26,82.339996,83.330002,76.650002,77.110001,2247100,74.69603
2013-08-19,79.449997,82.089996,78.809998,82.00,1082400,79.432945
2013-08-12,80.730003,82.839996,79.419998,79.620003,1136700,77.127457
2013-08-05,81.089996,81.699997,80.370003,81.360001,800800,78.812981
2013-07-29,79.800003,81.779999,78.379997,81.470001,1086100,78.91954
2013-07-22,78.75,80.07,78.050003,80.029999,828500,77.524612
2013-07-15,78.540001,80.32,77.879997,78.82,988300,76.352493
2013-07-08,73.800003,77.470001,73.769997,77.019997,1233600,74.608841
2013-07-01,73.290001,73.599998,72.059998,73.440002,790000,71.140923
2013-06-24,71.599998,73.50,70.699997,72.839996,1107100,70.5597
2013-06-17,75.970001,77.220001,70.769997,72.510002,1361400,70.240036
2013-06-10,79.400002,79.559998,74.279999,75.480003,1252300,72.788918
2013-06-03,77.739998,79.459999,76.739998,79.300003,1114100,76.472725
2013-05-28,80.779999,81.25,77.510002,77.779999,1779500,75.006912
2013-05-20,77.900002,79.349998,75.230003,76.209999,1327600,73.492889
2013-05-13,76.279999,78.290001,76.040001,78.00,1194800,75.21907
2013-05-06,75.290001,76.769997,74.139999,76.50,842300,73.772552
2013-04-29,73.019997,75.849998,72.690002,75.309998,925000,72.624977
2013-04-22,70.169998,73.660004,69.349998,72.93,997200,70.329834
2013-04-15,72.529999,72.580002,68.910004,70.110001,1363900,67.610374
2013-04-08,70.529999,74.199997,70.400002,72.669998,1228600,70.079102
2013-04-01,69.690002,72.480003,69.309998,70.610001,1631100,68.092545
2013-03-25,69.510002,69.75,67.800003,69.540001,1218700,67.060699
2013-03-18,68.470001,70.779999,67.75,69.230003,2446100,66.761749
2013-03-11,70.010002,70.019997,68.220001,69.419998,1852000,66.636383
2013-03-04,68.660004,71.080002,67.660004,70.25,2890800,67.433105
2013-02-25,64.629997,69.290001,64.010002,69.040001,1937400,66.271622
2013-02-19,64.779999,65.690002,63.849998,64.379997,1317100,61.798477
2013-02-11,62.880001,65.279999,62.669998,64.779999,1314600,62.182438
2013-02-04,61.549999,64.139999,61.419998,62.889999,2272000,60.368225
2013-01-28,64.239998,66.389999,63.450001,64.769997,2666400,62.172836
2013-01-22,63.57,64.580002,61.619999,64.169998,1868200,61.596897
2013-01-14,60.610001,63.919998,60.299999,63.799999,2732600,61.241734
2013-01-07,60.970001,63.759998,58.650002,60.279999,4661000,57.862881
2012-12-31,56.299999,61.990002,56.110001,61.18,3748200,58.726791
2012-12-24,58.330002,58.470001,55.830002,56.439999,1825400,54.176857
2012-12-17,58.139999,60.34,57.630001,58.400002,1953500,56.058266
2012-12-10,58.380001,58.73,57.029999,58.09,1961100,55.45739
2012-12-03,58.959999,59.43,57.84,58.419998,1663300,55.772434
2012-11-26,62.130001,64.25,57.869999,58.98,4621500,56.307056
2012-11-19,60.099998,62.25,60.099998,62.07,1179000,59.257019
2012-11-12,61.27,62.279999,58.880001,59.540001,1595100,56.841679
2012-11-05,65.00,65.839996,60.23,60.990002,1616100,58.225964
2012-10-31,62.700001,66.779999,62.389999,65.25,1717000,62.292904
2012-10-22,63.77,64.209999,61.849998,62.57,1123000,59.73436
2012-10-15,62.389999,65.019997,61.52,64.199997,1512600,61.290485
2012-10-08,62.860001,63.619999,61.360001,62.209999,1123800,59.390675
2012-10-01,62.349998,64.120003,61.07,63.009998,1366600,60.154415
2012-09-24,63.049999,63.77,60.459999,61.880001,1407600,59.07563
2012-09-17,65.360001,65.720001,63.25,63.509998,1856800,60.631756
2012-09-10,62.740002,65.919998,61.599998,65.599998,2528400,62.320137
2012-09-04,61.73,63.060001,59.009998,62.639999,3360200,59.508133
2012-08-27,61.689999,63.220001,61.619999,61.950001,3459700,58.852634
2012-08-20,60.669998,60.689999,57.799999,58.50,2281300,55.575127
2012-08-13,58.48,61.16,58.130001,60.66,1571300,57.627129
2012-08-06,55.07,59.099998,55.049999,58.48,1905200,55.556126
2012-07-30,57.369999,57.799999,52.759998,54.740002,2123700,52.003117
2012-07-23,54.98,58.110001,53.830002,57.43,1596900,54.558624
2012-07-16,52.02,57.310001,51.810001,55.970001,2728700,53.171619
2012-07-09,53.27,53.450001,50.52,52.16,2364600,49.552113
2012-07-02,53.490002,54.709999,52.25,53.450001,1701000,50.777615
2012-06-25,51.73,53.400002,49.720001,52.950001,2876700,50.302612
2012-06-18,52.93,54.779999,51.810001,52.259998,2314800,49.64711
2012-06-11,55.959999,56.18,53.07,53.59,2746700,50.606613
2012-06-04,54.700001,57.290001,53.459999,55.279999,2778200,52.20253
2012-05-29,56.50,57.799999,53.669998,54.34,3314900,51.314861
2012-05-21,61.02,62.849998,55.75,56.32,4784400,53.184635
2012-05-14,61.669998,63.279999,60.029999,60.639999,2187500,57.264137
2012-05-07,65.809998,66.360001,62.91,63.040001,1747300,59.530529
2012-04-30,69.610001,69.669998,65.870003,65.949997,1390300,62.278522
2012-04-23,66.279999,69.769997,65.610001,69.470001,1664400,65.60257
2012-04-16,66.800003,67.50,65.589996,67.150002,1379700,63.411724
2012-04-09,66.550003,67.620003,65.529999,66.400002,1808800,62.703476
2012-04-02,69.00,70.470001,67.110001,67.580002,2775100,63.817787
2012-03-26,70.489998,72.529999,68.459999,69.129997,2507100,65.281494
2012-03-19,68.050003,74.199997,67.290001,71.449997,3778400,67.472336
2012-03-12,69.080002,70.889999,67.550003,68.029999,2379000,64.242729
2012-03-05,68.169998,69.50,66.099998,68.769997,2099300,64.668388
2012-02-27,64.419998,67.650002,64.18,67.470001,1903500,63.44593
2012-02-21,66.440002,66.959999,64.220001,64.68,1754700,60.82233
2012-02-13,64.279999,66.82,63.849998,66.279999,1429900,62.3269
2012-02-06,65.010002,65.599998,63.290001,63.880001,1504100,60.070045
