LASK,LBID,NEWDAY,PCHANGE,PCHANGE0,RETURN,SIGN_VOL,VOLUME,INDICATOR
3.803323589,3.802431329,0,0,0,-0.001003289,-4.605170186,100,-1
3.802877558,3.802431329,0,1,2,-0.00022309,-5.991464547,400,-1
3.803323589,3.802431329,0,0,0,0.00022309,-5.298317367,200,-1
3.803100598,3.802431329,0,0,0,-0.000111539,4.605170186,100,1
3.802877558,3.802431329,0,1,2,-0.000111551,6.214608098,500,1
3.802877558,3.802654468,0,0,0,0.000111551,4.605170186,100,1
3.802877558,3.802431329,0,1,1,-0.000111551,-4.605170186,100,-1
3.802877558,3.802431329,0,1,2,0,4.605170186,100,1
3.80376942,3.8019849,0,0,0,0.00022309,-4.605170186,100,-1
3.803546529,3.801761611,0,1,1,-0.00022309,-4.605170186,100,-1
3.803546529,3.801761611,0,0,0,0,-4.605170186,100,-1
3.802208139,3.801761611,0,0,0,-0.000669568,-4.605170186,100,-1
3.8019849,3.801538272,0,1,1,-0.000223289,4.605170186,100,1
3.8019849,3.801538272,0,0,0,0,4.605170186,100,1
3.8019849,3.801314883,0,1,2,-0.000111663,-4.605170186,100,-1
3.802877558,3.801538272,0,1,2,0.000558191,-6.396929655,600,-1
3.803323589,3.801314883,0,0,0,0.000111601,-4.605170186,100,-1
3.8019849,3.801314883,0,1,1,-0.000669792,-4.605170186,100,-1
3.8019849,3.801314883,0,0,0,0,-4.605170186,100,-1
3.801538272,3.801314883,0,0,0,-0.000223364,-4.605170186,100,-1
3.801538272,3.801091445,0,0,0,-0.000111701,-4.605170186,100,-1
3.801314883,3.799973502,0,0,0,-0.000670466,5.298317367,200,1
3.800867956,3.80019719,0,1,2,-0.000111788,4.605170186,100,1
3.800867956,3.800644417,0,1,2,0.000223564,5.298317367,200,1
3.802431329,3.800644417,0,0,0,0.000782079,-4.605170186,100,-1
3.802208139,3.800644417,0,1,2,-0.000111688,-6.214608098,500,-1
3.802208139,3.800867956,0,0,0,0.000111688,-6.396929655,600,-1
3.801314883,3.800420829,0,1,2,-0.000670316,4.605170186,100,1
3.801314883,3.800644417,0,1,2,0.000111751,-4.605170186,100,-1
3.802431329,3.801091445,0,1,1,0.000781905,-5.703782475,300,-1
3.802654468,3.800867956,0,0,0,0,-4.605170186,100,-1
3.802431329,3.800867956,0,0,0,-0.000111663,-4.605170186,100,-1
3.801314883,3.799973502,0,1,1,-0.001005531,5.298317367,200,1
3.801314883,3.799973502,0,1,2,0,-4.605170186,100,-1
3.801314883,3.800644417,0,1,1,0.000335289,-4.605170186,100,-1
3.801314883,3.800644417,0,0,0,0,-4.605170186,100,-1
3.801314883,3.799973502,0,1,2,-0.000335289,-4.605170186,100,-1
3.802208139,3.800867956,0,1,2,0.000893855,-4.605170186,100,-1
3.802654468,3.8019849,0,1,1,0.000781468,-4.605170186,100,-1
3.802654468,3.8019849,0,1,2,0,-4.605170186,100,-1
3.802654468,3.802208139,0,1,2,0.000111588,-4.605170186,100,-1
3.80376942,3.802654468,0,1,1,0.000780771,-4.605170186,100,-1
3.80376942,3.802654468,0,0,0,0,-5.703782475,300,-1
3.803323589,3.802654468,0,1,1,-0.000223015,-4.605170186,100,-1
3.803323589,3.802654468,0,1,2,0,-4.605170186,100,-1
3.803323589,3.802877558,0,1,2,0.000111514,4.605170186,100,1
3.803992261,3.802877558,0,1,2,0.000334467,-4.605170186,100,-1
3.803992261,3.80376942,0,1,1,0.000445782,-4.605170186,100,-1
3.803992261,3.80376942,0,1,1,0,-4.605170186,100,-1
3.803992261,3.80376942,0,1,1,0,-4.605170186,100,-1
3.803992261,3.80376942,0,1,1,0,-4.605170186,100,-1
3.803992261,3.80376942,0,0,0,0,5.298317367,200,1
3.803992261,3.803323589,0,1,2,-0.000222866,4.605170186,100,1
3.803992261,3.80376942,0,1,2,0.000222866,4.605170186,100,1
3.805105723,3.80376942,0,1,2,0.000556948,-4.605170186,100,-1
3.805550761,3.80488313,0,1,2,0.000779206,-4.605170186,100,-1
3.806217947,3.805328267,0,0,0,0.000556204,-4.605170186,100,-1
3.806217947,3.805105723,0,1,1,-0.000111216,4.605170186,100,1
3.806217947,3.805105723,0,1,1,0,4.605170186,100,1
3.806217947,3.805105723,0,1,1,0,4.605170186,100,1
3.806217947,3.805105723,0,1,2,0,4.605170186,100,1
3.80666249,3.805995601,0,0,0,0.000667111,-4.605170186,100,-1
3.80666249,3.805328267,0,1,2,-0.0003335,4.605170186,100,1
3.807106835,3.805773206,0,1,1,0.000444642,4.605170186,100,1
3.807106835,3.805773206,0,1,2,0,4.605170186,100,1
3.807106835,3.80666249,0,0,0,0.000444444,-4.605170186,100,-1
3.807106835,3.805773206,0,1,1,-0.000444444,4.605170186,100,1
3.807106835,3.805773206,0,0,0,0,4.605170186,100,1
3.806440243,3.805773206,0,0,0,-0.000333463,4.605170186,100,1
3.806217947,3.805773206,0,1,2,-0.000111179,4.605170186,100,1
3.807106835,3.806217947,0,0,0,0.000666889,-4.605170186,100,-1
3.807106835,3.805995601,0,0,0,-0.000111117,-4.605170186,100,-1
3.806440243,3.805105723,0,1,1,-0.000778167,4.605170186,100,1
3.805995601,3.805550761,0,1,2,0,4.605170186,100,1
3.805995601,3.805773206,0,1,1,0.000111204,-4.605170186,100,-1
3.805995601,3.805773206,0,1,2,0,-4.605170186,100,-1
3.806440243,3.805995601,0,0,0,0.000333537,-4.605170186,100,-1
3.806440243,3.805105723,0,1,2,-0.000444741,4.605170186,100,1
3.806440243,3.805995601,0,1,2,0.000444741,4.605170186,100,1
3.807106835,3.80666249,0,1,2,0.000666741,4.605170186,100,1
3.807772984,3.80666249,0,1,2,0.000333204,-4.605170186,100,-1
3.808216837,3.806440243,0,1,1,0.000111043,4.605170186,100,1
3.808216837,3.806440243,0,1,1,0,4.605170186,100,1
3.808216837,3.806440243,0,1,2,0,4.605170186,100,1
3.807772984,3.807106835,0,0,0,0.000111031,4.605170186,100,1
3.807550984,3.807106835,0,1,2,-0.000111031,4.605170186,100,1
3.808438689,3.807106835,0,0,0,0.00044405,-4.605170186,100,-1
3.807994935,3.807106835,0,1,2,-0.000222,4.605170186,100,1
3.807994935,3.807550984,0,1,2,0.000222,-5.298317367,200,-1
3.808216837,3.807994935,0,1,1,0.000332908,-5.298317367,200,-1
3.808216837,3.807994935,0,1,2,0,-4.605170186,100,-1
3.808438689,3.807994935,0,0,0,0.000110945,4.605170186,100,1
3.807550984,3.806440243,0,0,0,-0.001221069,4.605170186,100,1
3.806884687,3.806217947,0,1,1,-0.000444395,4.605170186,100,1
3.806884687,3.806217947,0,1,1,0,-4.605170186,100,-1
3.806884687,3.806217947,0,0,0,0,-4.605170186,100,-1
3.805995601,3.805105723,0,1,1,-0.001000612,-4.605170186,100,-1
3.805995601,3.805105723,0,0,0,0,-4.605170186,100,-1
3.805550761,3.804437795,0,1,2,-0.000556328,4.605170186,100,1
3.805995601,3.805550761,0,1,2,0.000778773,4.605170186,100,1
3.807106835,3.80666249,0,0,0,0.001111482,-4.605170186,100,-1
3.807106835,3.806440243,0,1,2,-0.000111093,-4.605170186,100,-1
3.807328934,3.806440243,0,0,0,0.000111093,-4.605170186,100,-1
3.807106835,3.806440243,0,1,2,-0.000111093,-4.605170186,100,-1
3.807550984,3.806217947,0,0,0,0.000111093,-4.605170186,100,-1
3.80666249,3.805773206,0,1,2,-0.000666741,-4.605170186,100,-1
3.807106835,3.806217947,0,1,2,0.000444543,-4.605170186,100,-1
3.807772984,3.806884687,0,1,2,0.000666445,-4.605170186,100,-1
3.807994935,3.807328934,0,1,2,0.000333056,4.605170186,100,1
3.808882247,3.807106835,0,1,1,0.000332945,-4.605170186,100,-1
3.808882247,3.807106835,0,1,1,0,5.298317367,200,1
3.808882247,3.807106835,0,1,1,0,5.298317367,200,1
3.808882247,3.807106835,0,1,1,0,4.605170186,100,1
3.808882247,3.807106835,0,1,1,0,4.605170186,100,1
3.808882247,3.807106835,0,0,0,0,4.605170186,100,1
3.808438689,3.806884687,0,0,0,-0.000332945,4.605170186,100,1
3.807994935,3.807106835,0,0,0,-0.000111006,-4.605170186,100,-1
3.807550984,3.807106835,0,0,0,-0.00022205,-4.605170186,100,-1
3.806217947,3.805550761,0,1,2,-0.001444525,4.605170186,100,1
3.806884687,3.805550761,0,0,0,0.000333537,-4.605170186,100,-1
3.806884687,3.805105723,0,1,1,-0.000222346,-4.605170186,100,-1
3.806884687,3.805105723,0,1,2,0,-4.605170186,100,-1
3.807328934,3.805550761,0,0,0,0.000444642,-4.605170186,100,-1
3.806217947,3.805328267,0,1,2,-0.000667037,4.605170186,100,1
3.807328934,3.805773206,0,1,2,0.000778167,4.605170186,100,1
3.807328934,3.806217947,0,1,2,0.000222222,4.605170186,100,1
3.807328934,3.80666249,0,1,2,0.000222173,-5.298317367,200,-1
3.807772984,3.807106835,0,0,0,0.000444198,4.605170186,100,1
3.807106835,3.806440243,0,1,2,-0.000666371,4.605170186,100,1
3.807994935,3.80666249,0,1,2,0.00055534,-4.605170186,100,-1
3.808438689,3.807106835,0,1,2,0.00044405,-4.605170186,100,-1
3.809103951,3.807994935,0,1,1,0.000776613,4.605170186,100,1
3.809325607,3.807772984,0,0,0,0,-4.605170186,100,-1
3.807994935,3.807328934,0,0,0,-0.000887607,-4.605170186,100,-1
3.807550984,3.80666249,0,1,2,-0.000555155,4.605170186,100,1
3.807550984,3.807106835,0,1,2,0.000222099,4.605170186,100,1
3.807994935,3.807328934,0,1,2,0.000333056,-4.605170186,100,-1
3.808438689,3.807328934,0,0,0,0.000221976,-4.605170186,100,-1
3.807328934,3.806440243,0,1,2,-0.000999278,-4.605170186,100,-1
3.808216837,3.806884687,0,1,2,0.000666297,-4.605170186,100,-1
3.808438689,3.807328934,0,1,1,0.000332982,4.605170186,100,1
3.808216837,3.807550984,0,1,2,0,-4.605170186,100,-1
3.808216837,3.807772984,0,1,2,0.000110969,4.605170186,100,1
3.808438689,3.807772984,0,1,2,0.000110957,4.605170186,100,1
3.808438689,3.807994935,0,1,2,0.000110945,4.605170186,100,1
3.809325607,3.807772984,0,1,2,0.00033276,-4.605170186,100,-1
3.809103951,3.808438689,0,1,1,0.000221779,4.605170186,100,1
3.809103951,3.808438689,0,1,2,0,4.605170186,100,1
3.809325607,3.808882247,0,1,1,0.000332576,4.605170186,100,1
3.809325607,3.808882247,0,1,1,0,-4.605170186,100,-1
3.809325607,3.808882247,0,1,2,0,4.605170186,100,1
3.809768771,3.809103951,0,1,1,0.000332465,-4.605170186,100,-1
3.80999028,3.808882247,0,1,2,0,4.605170186,100,1
3.810654511,3.808882247,0,1,2,0.000332355,4.605170186,100,1
3.811097087,3.80999028,0,1,1,0.000775065,4.605170186,100,1
3.811097087,3.80999028,0,0,0,0,4.605170186,100,1
3.81043315,3.809768771,0,1,2,-0.000442821,4.605170186,100,1
3.810875823,3.810211739,0,0,0,0.000442821,-4.605170186,100,-1
3.81043315,3.809103951,0,1,2,-0.000775065,4.605170186,100,1
3.81043315,3.809325607,0,1,2,0.00011076,4.605170186,100,1
3.810875823,3.810211739,0,1,2,0.000664305,-4.605170186,100,-1
3.811760583,3.810654511,0,1,2,0.000663864,-4.605170186,100,-1
3.811760583,3.810875823,0,0,0,0.000110601,4.605170186,100,1
3.811760583,3.810654511,0,0,0,-0.000110601,4.605170186,100,1
3.811097087,3.810654511,0,0,0,-0.000331877,4.605170186,100,1
3.811097087,3.81043315,0,1,2,-0.00011065,4.605170186,100,1
3.811760583,3.810654511,0,1,1,0.000442527,-4.605170186,100,-1
3.811760583,3.810654511,0,1,2,0,-4.605170186,100,-1
3.81220267,3.811318301,0,0,0,0.000552883,-4.605170186,100,-1
3.811760583,3.810654511,0,1,1,-0.000552883,4.605170186,100,1
3.811760583,3.810654511,0,0,0,0,-4.605170186,100,-1
3.811318301,3.810875823,0,0,0,-0.000110613,-4.605170186,100,-1
3.811097087,3.810211739,0,1,2,-0.000442576,-4.605170186,100,-1
3.811539467,3.810875823,0,1,2,0.000553189,4.605170186,100,1
3.811760583,3.811318301,0,1,1,0.000331767,4.605170186,100,1
3.811760583,3.811318301,0,0,0,0,4.605170186,100,1
3.811760583,3.81043315,0,1,1,-0.00044238,4.605170186,100,1
3.811539467,3.810654511,0,1,2,0,4.605170186,100,1
3.811760583,3.811318301,0,1,2,0.00044238,-4.605170186,100,-1
3.81242364,3.811539467,0,0,0,0.000442184,-4.605170186,100,-1
3.81220267,3.811539467,0,1,2,-0.000110528,4.605170186,100,1
3.81242364,3.811981651,0,1,1,0.000331547,-4.605170186,100,-1
3.81242364,3.811981651,0,1,2,0,4.605170186,100,1
3.813527759,3.81220267,0,0,0,0.000662764,-4.605170186,100,-1
3.813307032,3.811981651,0,1,2,-0.000220872,4.605170186,100,1
3.812865434,3.812644561,0,1,1,0.000110442,4.605170186,100,1
3.813527759,3.811981651,0,1,2,0,-4.605170186,100,-1
3.813748436,3.812865434,0,1,2,0.000552029,4.605170186,100,1
3.814189645,3.813086258,0,0,0,0.000331071,4.605170186,100,1
3.813748436,3.812865434,0,0,0,-0.000331071,4.605170186,100,1
3.813748436,3.812644561,0,1,2,-0.000110381,4.605170186,100,1
3.813527759,3.813086258,0,0,0,0.000110381,-4.605170186,100,-1
3.813307032,3.812644561,0,0,0,-0.000331181,4.605170186,100,1
3.813307032,3.811981651,0,1,2,-0.00033129,4.605170186,100,1
3.813307032,3.81242364,0,0,0,0.000220872,4.605170186,100,1
3.813307032,3.811760583,0,1,1,-0.000331327,4.605170186,100,1
3.813307032,3.811760583,0,1,2,0,4.605170186,100,1
3.814410177,3.812644561,0,1,2,0.000993652,-4.605170186,100,-1
3.814410177,3.813086258,0,0,0,0.000220677,-4.605170186,100,-1
3.813748436,3.81242364,0,1,2,-0.000662179,-4.605170186,100,-1
3.813527759,3.813086258,0,0,0,0.000220775,4.605170186,100,1
3.813527759,3.812865434,0,0,0,-0.000110381,-4.605170186,100,-1
3.813086258,3.81220267,0,1,2,-0.00055209,-4.605170186,100,-1
3.813086258,3.812865434,0,0,0,0.00033129,-4.605170186,100,-1
3.813086258,3.81220267,0,1,2,-0.00033129,4.605170186,100,1
3.813969065,3.812865434,0,0,0,0.00077284,-4.605170186,100,-1
3.813307032,3.813086258,0,1,2,-0.000220751,4.605170186,100,1
3.814189645,3.813086258,0,0,0,0.000441452,-4.605170186,100,-1
3.814189645,3.81242364,0,1,2,-0.000331071,4.605170186,100,1
3.813748436,3.813086258,0,1,1,0.000110369,4.605170186,100,1
3.813748436,3.813086258,0,0,0,0,-4.605170186,100,-1
3.813748436,3.812865434,0,0,0,-0.000110369,-4.605170186,100,-1
3.813527759,3.81220267,0,1,1,-0.000441599,-4.605170186,100,-1
3.813748436,3.811981651,0,0,0,0,-4.605170186,100,-1
3.812644561,3.811981651,0,0,0,-0.000552273,4.605170186,100,1
3.812644561,3.811760583,0,1,2,-0.000110491,4.605170186,100,1
3.813527759,3.811318301,0,0,0,0.00022097,-4.605170186,100,-1
3.812644561,3.811318301,0,0,0,-0.000441989,-4.605170186,100,-1
3.81242364,3.811318301,0,0,0,-0.000110528,-4.605170186,100,-1
3.811318301,3.810654511,0,0,0,-0.000884662,-4.605170186,100,-1
3.811318301,3.80999028,0,1,2,-0.00033195,4.605170186,100,1
3.811981651,3.811318301,0,1,2,0.00099552,-4.605170186,100,-1
3.81220267,3.811760583,0,1,1,0.00033162,-4.605170186,100,-1
3.81220267,3.811760583,0,0,0,0,-4.605170186,100,-1
3.81220267,3.811097087,0,1,2,-0.00033162,4.605170186,100,1
3.811981651,3.811760583,0,1,1,0.000221092,-4.605170186,100,-1
3.81220267,3.811539467,0,1,2,0,4.605170186,100,1
3.812865434,3.811760583,0,1,2,0.000442038,-4.605170186,100,-1
3.812865434,3.81220267,0,0,0,0.000220946,4.605170186,100,1
3.812865434,3.811981651,0,0,0,-0.000110467,-4.605170186,100,-1
3.812865434,3.811760583,0,1,1,-0.000110479,4.605170186,100,1
3.812865434,3.811760583,0,0,0,0,4.605170186,100,1
3.81242364,3.811760583,0,0,0,-0.000220994,4.605170186,100,1
3.81220267,3.811760583,0,0,0,-0.000110516,4.605170186,100,1
3.81220267,3.811318301,0,1,2,-0.000221068,4.605170186,100,1
3.81220267,3.811760583,0,1,1,0.000221068,4.605170186,100,1
3.81220267,3.811760583,0,0,0,0,4.605170186,100,1
3.81220267,3.811539467,0,0,0,-0.000110528,4.605170186,100,1
3.811981651,3.811097087,0,0,0,-0.000331657,-4.605170186,100,-1
3.811981651,3.810875823,0,0,0,-0.000110577,-4.605170186,100,-1
3.811318301,3.81043315,0,1,2,-0.000553067,-4.605170186,100,-1
3.811981651,3.810875823,0,0,0,0.000553067,-4.605170186,100,-1
3.811318301,3.81043315,0,1,1,-0.000553067,-4.605170186,100,-1
3.811318301,3.81043315,0,0,0,0,4.605170186,100,1
3.810875823,3.809768771,0,0,0,-0.000553373,-4.605170186,100,-1
3.80999028,3.809547214,0,1,1,-0.000553679,-4.605170186,100,-1
3.80999028,3.809547214,0,1,1,0,-4.605170186,100,-1
3.810211739,3.809325607,0,1,2,0,-4.605170186,100,-1
3.810654511,3.809768771,0,1,2,0.000442968,-4.605170186,100,-1
3.811318301,3.81043315,0,1,2,0.000664084,4.605170186,100,1
3.811760583,3.81043315,0,0,0,0.000221263,-4.605170186,100,-1
3.810875823,3.81043315,0,1,1,-0.000442576,-4.605170186,100,-1
3.810875823,3.81043315,0,0,0,0,-4.605170186,100,-1
3.811097087,3.80999028,0,1,1,-0.000110675,-4.605170186,100,-1
3.811097087,3.80999028,0,1,1,0,-4.605170186,100,-1
3.811097087,3.80999028,0,0,0,0,-5.298317367,200,-1
3.810654511,3.809547214,0,1,2,-0.000442821,4.605170186,100,1
3.811097087,3.809768771,0,0,0,0.000332134,4.605170186,100,1
3.81043315,3.809103951,0,1,2,-0.000664378,4.605170186,100,1
3.810654511,3.809768771,0,0,0,0.000442968,-4.605170186,100,-1
3.810211739,3.809768771,0,0,0,-0.000221459,4.605170186,100,1
3.810211739,3.809547214,0,1,1,-0.000110748,-4.605170186,100,-1
3.810211739,3.809547214,0,0,0,0,4.605170186,100,1
3.810211739,3.809103951,0,1,2,-0.000221533,4.605170186,100,1
3.81043315,3.80999028,0,0,0,0.000553741,-4.605170186,100,-1
3.809768771,3.808882247,0,0,0,-0.000886132,4.605170186,100,1
3.809325607,3.809103951,0,1,1,-0.000110822,-5.298317367,200,-1
3.809325607,3.809103951,0,1,2,0,-5.298317367,200,-1
3.809547214,3.809103951,0,1,2,0.000110822,-4.605170186,100,-1
3.81043315,3.809103951,0,0,0,0.000443164,-4.605170186,100,-1
3.810211739,3.809103951,0,1,1,-0.000110773,-4.605170186,100,-1
3.810211739,3.809103951,0,1,2,0,-4.605170186,100,-1
3.81043315,3.809325607,0,0,0,0.000221533,-4.605170186,100,-1
3.81043315,3.809103951,0,1,2,-0.00011076,-4.605170186,100,-1
3.810875823,3.809103951,0,0,0,0.000221508,-4.605170186,100,-1
3.81043315,3.809103951,0,0,0,-0.000221508,-4.605170186,100,-1
3.810211739,3.808660492,0,0,0,-0.000332355,-4.605170186,100,-1
3.808882247,3.808660492,0,0,0,-0.000665041,4.605170186,100,1
3.808882247,3.808438689,0,0,0,-0.000110883,4.605170186,100,1
3.808660492,3.808216837,0,1,2,-0.000221803,5.298317367,200,1
3.808660492,3.808438689,0,0,0,0.000110908,6.214608098,500,1
3.808660492,3.808216837,0,1,1,-0.000110908,-4.605170186,100,-1
3.808660492,3.808216837,0,0,0,0,-4.605170186,100,-1
3.808438689,3.807994935,0,1,1,-0.000221852,5.298317367,200,1
3.808438689,3.807994935,0,1,1,0,4.605170186,100,1
3.808438689,3.807994935,0,1,1,0,4.605170186,100,1
3.808438689,3.807994935,0,1,1,0,4.605170186,100,1
3.808438689,3.807994935,0,1,2,0,-4.605170186,100,-1
3.809547214,3.807772984,0,1,2,0.000443656,-4.605170186,100,-1
3.809768771,3.808438689,0,0,0,0.000443459,-4.605170186,100,-1
3.809103951,3.808438689,0,1,2,-0.000332576,-4.605170186,100,-1
3.809547214,3.808216837,0,0,0,0.000110871,4.605170186,100,1
3.808882247,3.808660492,0,1,1,-0.000110871,-4.605170186,100,-1
3.808882247,3.808660492,0,1,2,0,4.605170186,100,1
3.80999028,3.808660492,0,1,1,0.000554232,-4.605170186,100,-1
3.80999028,3.808660492,0,0,0,0,-4.605170186,100,-1
3.809547214,3.808660492,0,1,2,-0.000221656,-4.605170186,100,-1
3.80999028,3.809325607,0,1,1,0.000554047,-4.605170186,100,-1
3.80999028,3.809325607,0,1,1,0,-4.605170186,100,-1
3.80999028,3.809325607,0,1,2,0,-4.605170186,100,-1
3.80999028,3.809547214,0,1,2,0.000110773,-4.605170186,100,-1
3.810654511,3.809547214,0,1,1,0.000332244,-4.605170186,100,-1
3.810654511,3.809547214,0,1,1,0,-4.605170186,100,-1
3.81043315,3.809768771,0,1,1,0,-4.605170186,100,-1
3.81043315,3.809768771,0,1,1,0,-4.605170186,100,-1
3.81043315,3.809768771,0,1,1,0,-4.605170186,100,-1
3.81043315,3.809768771,0,1,2,0,-4.605170186,100,-1
3.810875823,3.809768771,0,1,2,0.000221435,-4.605170186,100,-1
3.811760583,3.810654511,0,0,0,0.00088525,-4.605170186,100,-1
3.811539467,3.80999028,0,1,1,-0.000442527,-4.605170186,100,-1
3.811539467,3.80999028,0,1,2,0,4.605170186,100,1
3.811760583,3.81043315,0,0,0,0.000331913,-4.605170186,100,-1
3.811539467,3.80999028,0,0,0,-0.000331913,-4.605170186,100,-1
3.811097087,3.80999028,0,1,2,-0.000221337,-4.605170186,100,-1
3.811097087,3.810211739,0,0,0,0.000110675,4.605170186,100,1
3.811097087,3.80999028,0,0,0,-0.000110675,-4.605170186,100,-1
3.81043315,3.80999028,0,0,0,-0.000332097,-4.605170186,100,-1
3.81043315,3.809768771,0,1,2,-0.000110724,-4.605170186,100,-1
3.81043315,3.810211739,0,0,0,0.000221435,4.605170186,100,1
3.811097087,3.809103951,0,0,0,-0.000221435,4.605170186,100,1
3.81043315,3.809325607,0,0,0,-0.000221484,4.605170186,100,1
3.810211739,3.809325607,0,1,2,-0.00011076,-4.605170186,100,-1
3.80999028,3.809768771,0,0,0,0.00011076,4.605170186,100,1
3.80999028,3.809325607,0,0,0,-0.000221533,-4.605170186,100,-1
3.809768771,3.808660492,0,0,0,-0.000443213,4.605170186,100,1
3.809547214,3.808438689,0,1,1,-0.00022168,4.605170186,100,1
3.809547214,3.808438689,0,0,0,0,4.605170186,100,1
3.809547214,3.808216837,0,1,2,-0.000110859,4.605170186,100,1
3.809547214,3.808438689,0,1,1,0.000110859,4.605170186,100,1
3.809547214,3.808438689,0,0,0,0,4.605170186,100,1
3.809325607,3.808438689,0,1,1,-0.000110859,4.605170186,100,1
3.809547214,3.808216837,0,1,2,0,5.298317367,200,1
3.810654511,3.809547214,0,1,1,0.001218769,-4.605170186,100,-1
3.810654511,3.809547214,0,0,0,0,-4.605170186,100,-1
3.81043315,3.809547214,0,0,0,-0.000110736,-4.605170186,100,-1
3.809768771,3.809103951,0,1,1,-0.000553863,5.298317367,200,1
3.809768771,3.809103951,0,1,2,0,4.605170186,100,1
3.809768771,3.809325607,0,1,2,0.000110797,4.605170186,100,1
3.809768771,3.809547214,0,1,2,0.000110785,4.605170186,100,1
3.81043315,3.809547214,0,1,1,0.000332281,-4.605170186,100,-1
3.81043315,3.809547214,0,0,0,0,-4.605170186,100,-1
3.80999028,3.809103951,0,1,2,-0.000443066,4.605170186,100,1
3.810875823,3.809325607,0,1,2,0.000553802,-4.605170186,100,-1
3.811097087,3.810211739,0,1,2,0.000553495,5.298317367,200,1
3.811318301,3.810654511,0,0,0,0.00033195,4.605170186,100,1
3.810654511,3.81043315,0,0,0,-0.000442625,4.605170186,100,1
3.810654511,3.810211739,0,1,1,-0.000110687,4.605170186,100,1
3.810654511,3.810211739,0,0,0,0,4.605170186,100,1
3.81043315,3.809325607,0,0,0,-0.000553618,4.605170186,100,1
3.80999028,3.808882247,0,1,1,-0.000443115,4.605170186,100,1
3.80999028,3.808882247,0,1,1,0,5.991464547,400,1
3.80999028,3.808882247,0,0,0,0,4.605170186,100,1
3.809768771,3.807994935,0,1,2,-0.00055417,4.605170186,100,1
3.810211739,3.809325607,0,1,2,0.000886525,5.298317367,200,1
3.81043315,3.80999028,0,1,2,0.000442968,-4.605170186,100,-1
3.810875823,3.81043315,0,0,0,0.000442772,-5.298317367,200,-1
3.810654511,3.809768771,0,1,2,-0.000442772,4.605170186,100,1
3.810654511,3.810211739,0,1,2,0.00022141,4.605170186,100,1
3.811318301,3.81043315,0,1,2,0.000442674,-4.605170186,100,-1
3.811318301,3.810654511,0,0,0,0.000110638,-4.605170186,100,-1
3.810875823,3.81043315,0,1,1,-0.00033195,5.298317367,200,1
3.810875823,3.81043315,0,1,1,0,4.605170186,100,1
3.810875823,3.81043315,0,1,1,0,-4.605170186,100,-1
3.810875823,3.81043315,0,1,1,0,-4.605170186,100,-1
3.810875823,3.81043315,0,1,1,0,-4.605170186,100,-1
3.810875823,3.81043315,0,0,0,0,-4.605170186,100,-1
3.81043315,3.809325607,0,1,2,-0.000774979,4.605170186,100,1
3.81043315,3.810211739,0,1,2,0.000442919,4.605170186,100,1
3.810654511,3.810211739,0,0,0,0.000110699,4.605170186,100,1
3.81043315,3.810211739,0,0,0,-0.000110699,-5.298317367,200,-1
3.80999028,3.809103951,0,0,0,-0.000775237,5.298317367,200,1
3.809325607,3.808882247,0,1,2,-0.000443262,4.605170186,100,1
3.80999028,3.808882247,0,1,1,0.000332465,-4.605170186,100,-1
3.80999028,3.808882247,0,0,0,0,-5.298317367,200,-1
3.80999028,3.807994935,0,1,2,-0.000443312,4.605170186,100,1
3.809547214,3.808882247,0,0,0,0.00022168,-4.605170186,100,-1
3.809325607,3.808216837,0,0,0,-0.00044341,5.298317367,200,1
3.809103951,3.807772984,0,1,2,-0.000332686,4.605170186,100,1
3.809103951,3.808882247,0,0,0,0.000554416,-4.605170186,100,-1
3.809103951,3.808660492,0,1,2,-0.000110859,-4.605170186,100,-1
3.809103951,3.808882247,0,1,1,0.000110859,5.298317367,200,1
3.809103951,3.808882247,0,1,2,0,4.605170186,100,1
3.809325607,3.808882247,0,1,2,0.000110846,-4.605170186,100,-1
3.80999028,3.808660492,0,1,2,0.000221656,-4.605170186,100,-1
3.810211739,3.809103951,0,1,2,0.000332392,4.605170186,100,1
3.810211739,3.809768771,0,0,0,0.000332281,4.605170186,100,1
3.80999028,3.808882247,0,1,2,-0.000553863,4.605170186,100,1
3.810654511,3.809547214,0,1,2,0.000664599,-4.605170186,100,-1
3.810654511,3.809768771,0,1,2,0.000110724,4.605170186,100,1
3.810875823,3.809768771,0,0,0,0.000110711,-4.605170186,100,-1
3.810211739,3.809325607,0,1,2,-0.000553679,4.605170186,100,1
3.810211739,3.809547214,0,1,1,0.00011076,4.605170186,100,1
3.810211739,3.809547214,0,1,2,0,-4.605170186,100,-1
3.810654511,3.809768771,0,1,2,0.000332208,-4.605170186,100,-1
3.810654511,3.80999028,0,1,2,0.000110711,-4.605170186,100,-1
3.811318301,3.809547214,0,1,2,0.000110699,4.605170186,100,1
3.811318301,3.810654511,0,1,2,0.000553312,-4.605170186,100,-1
3.811318301,3.810875823,0,0,0,0.000110626,-4.605170186,100,-1
3.811318301,3.810654511,0,0,0,-0.000110626,-4.605170186,100,-1
3.811097087,3.810211739,0,1,2,-0.00033195,-5.298317367,200,-1
3.811097087,3.81043315,0,1,1,0.000110662,-4.605170186,100,-1
3.811097087,3.81043315,0,0,0,0,-4.605170186,100,-1
3.81043315,3.80999028,0,1,2,-0.000553434,-5.298317367,200,-1
3.810875823,3.80999028,0,1,1,0.00022141,-4.605170186,100,-1
