Date,Open,High,Low,Close,Volume,Adj Close
2015-07-20,112.25,116.110001,112.169998,113.589996,4936300,113.589996
2015-07-13,114.209999,116.150002,113.830002,114.470001,4388500,114.470001
2015-07-06,110.269997,113.480003,110.169998,113.099998,4289900,113.099998
2015-06-29,111.559998,112.809998,110.459999,111.489998,4761600,111.489998
2015-06-22,112.93,113.709999,112.230003,112.599998,3692900,112.599998
2015-06-15,110.230003,113.300003,109.550003,112.43,5896200,112.43
2015-06-08,110.139999,112.330002,109.029999,110.599998,3783400,110.599998
2015-06-01,111.970001,113.480003,110.269997,110.370003,5268500,110.370003
2015-05-26,112.00,112.699997,110.690002,111.419998,4219200,110.831322
2015-05-18,113.870003,116.480003,111.220001,112.160004,6589700,111.567413
2015-05-11,112.239998,113.400002,110.830002,113.349998,4102200,112.751122
2015-05-04,109.940002,113.480003,107.239998,112.470001,4672700,111.875778
2015-04-27,114.050003,114.110001,106.620003,109.550003,6867700,108.971207
2015-04-20,113.00,114.510002,112.190002,113.699997,3836900,113.099274
2015-04-13,114.959999,115.43,111.769997,112.099998,4304700,111.507729
2015-04-06,113.449997,116.25,113.410004,115.239998,3704500,114.631134
2015-03-30,114.959999,116.050003,112.43,114.540001,4224900,113.934837
2015-03-23,117.040001,117.830002,111.580002,113.860001,4427300,113.25843
2015-03-16,115.330002,117.989998,113.309998,117.489998,5060200,116.869247
2015-03-09,114.379997,116.459999,112.410004,114.82,5152300,114.213356
2015-03-02,114.860001,117.059998,114.00,114.449997,4562700,113.262497
2015-02-23,112.989998,117.919998,111.800003,114.75,7424800,113.559387
2015-02-17,111.690002,112.449997,110.050003,112.239998,5736700,111.075432
2015-02-09,108.879997,112.389999,108.040001,111.889999,4780300,110.729065
2015-02-02,104.779999,109.739998,101.57,109.040001,5279500,107.908638
2015-01-26,105.360001,107.739998,104.379997,104.419998,5448500,103.336571
2015-01-20,104.839996,106.480003,102.349998,105.370003,5276700,104.276718
2015-01-12,105.169998,106.040001,100.239998,104.120003,5812500,103.039688
2015-01-05,102.779999,106.989998,100.339996,104.889999,5612100,103.801697
2014-12-29,103.580002,106.019997,102.669998,103.43,4141400,102.356842
2014-12-22,102.25,104.379997,102.230003,103.75,3475000,102.673523
2014-12-15,100.010002,102.00,96.989998,101.93,7701700,100.872406
2014-12-08,99.709999,101.400002,98.589996,99.779999,6021800,98.744713
2014-12-01,99.489998,99.68,97.779999,99.639999,4659500,98.606163
2014-11-24,98.68,99.800003,96.410004,99.400002,5169800,97.901085
2014-11-17,98.169998,99.099998,95.980003,98.279999,7510500,96.797974
2014-11-10,97.639999,99.360001,97.00,98.239998,3875000,96.758575
2014-11-03,96.809998,97.75,95.150002,97.650002,5082600,96.177475
2014-10-27,94.959999,99.260002,94.709999,97.519997,4888600,96.049431
2014-10-20,89.870003,95.519997,89.769997,94.989998,5774200,93.557587
2014-10-13,92.879997,92.940002,86.349998,90.239998,8845100,88.879211
2014-10-06,93.720001,94.790001,92.239998,92.550003,5925000,91.154381
2014-09-29,92.370003,93.68,90.919998,93.540001,5765900,92.129456
2014-09-22,91.980003,93.110001,91.349998,92.839996,5492700,91.440002
2014-09-15,89.18,93.75,88.529999,92.339996,6914500,90.947548
2014-09-08,91.379997,91.779999,88.330002,88.839996,5673100,87.50032
2014-09-02,93.040001,93.309998,88.980003,91.610001,13090500,90.228554
2014-08-25,91.25,93.519997,90.900002,93.50,6458600,91.627144
2014-08-18,84.209999,91.809998,83.290001,91.029999,11273800,89.206619
2014-08-11,82.610001,84.089996,82.50,83.690002,4482800,82.013641
2014-08-04,79.699997,82.459999,79.660004,82.43,5684200,80.778885
2014-07-28,81.199997,81.849998,79.739998,79.75,5648400,78.152565
2014-07-21,80.010002,81.540001,79.529999,81.029999,4631500,79.406921
2014-07-14,79.919998,80.279999,79.190002,80.080002,7152600,78.475952
2014-07-07,81.730003,82.089996,77.949997,79.610001,7330300,78.015366
2014-06-30,81.019997,82.349998,80.480003,82.050003,4307400,80.406494
2014-06-23,80.160004,81.470001,79.830002,81.129997,5032400,79.504921
2014-06-16,77.959999,80.849998,77.959999,80.169998,8715900,78.564148
2014-06-09,80.629997,81.32,77.75,78.07,5700200,76.50621
2014-06-02,80.25,81.269997,80.059998,80.639999,5476700,79.024734
2014-05-27,79.379997,80.269997,79.269997,80.230003,4424900,78.16584
2014-05-19,76.580002,79.400002,76.370003,79.18,8025700,77.142853
2014-05-12,77.82,78.68,75.32,77.360001,5998700,75.369682
2014-05-05,79.040001,79.18,76.519997,77.709999,5041200,75.71067
2014-04-28,79.529999,81.150002,78.730003,79.400002,7181700,77.357193
2014-04-21,78.349998,80.230003,77.669998,79.379997,7718300,77.337708
